Batch_ID,Medicine_Name,Category,Manufacturer,Manufacturing_Date,Expiry_Date,Unit_Cost_USD,Selling_Price_USD,Quantity_In_Stock,Reorder_Level,Sales_Last_30_Days,Storage_Condition,Days_to_Expiry,Daily_Consumption_Rate,Days_to_Exhaust_Stock,Expiry_Risk_Level,AI_Recommendation
BATCH-1295,Sertraline,Psychiatry,Cipla,2023-09-08,2025-07-26,48.56,80.99,252,57,143,Cool Dry Place,572,4.76666666666666,52.8671328671328,Low Risk,No immediate action required
BATCH-1296,Gabapentin,Neurology,GlaxoSmithKline,2023-11-18,2026-07-18,33.56,54.2,492,30,29,Refrigerated,929,0.966666666666666,508.965517241379,Low Risk,No immediate action required
BATCH-1297,Paracetamol,Analgesics,Merck,2023-01-01,2024-09-06,22.75,35.84,214,88,281,Room Temperature,249,9.36666666666666,22.8469750889679,Low Risk,No immediate action required
BATCH-1298,Metoprolol,Cardiology,Merck,2023-03-15,2025-05-14,31.55,44.08,350,68,439,Refrigerated,499,14.6333333333333,23.9179954441913,Low Risk,No immediate action required
BATCH-1299,Metoprolol,Cardiology,Novartis,2023-12-17,2025-08-05,8.89,15.85,394,46,323,Refrigerated,582,10.7666666666666,36.594427244582,Low Risk,No immediate action required
BATCH-1300,Sertraline,Psychiatry,GlaxoSmithKline,2023-08-16,2025-09-09,1.64,2.76,329,47,168,Room Temperature,617,5.6,58.75,Low Risk,No immediate action required
BATCH-1301,Gabapentin,Neurology,GlaxoSmithKline,2023-12-05,2025-02-04,26.0,37.11,335,58,510,Cool Dry Place,400,17.0,19.7058823529411,Low Risk,No immediate action required
BATCH-1302,Metoprolol,Cardiology,Sanofi,2023-07-08,2025-12-26,4.16,6.04,426,96,111,Refrigerated,725,3.7,115.135135135135,Low Risk,No immediate action required
BATCH-1303,Paracetamol,Analgesics,Cipla,2023-06-12,2026-04-11,10.86,19.21,309,92,433,Room Temperature,831,14.4333333333333,21.4087759815242,Low Risk,No immediate action required
BATCH-1304,Metformin,Diabetes,Pfizer,2023-02-24,2024-11-02,42.63,57.87,220,88,349,Refrigerated,306,11.6333333333333,18.9111747851002,Low Risk,No immediate action required
BATCH-1305,Levothyroxine,Endocrinology,Novartis,2023-06-27,2025-11-25,35.5,46.37,379,51,235,Room Temperature,694,7.83333333333333,48.3829787234042,Low Risk,No immediate action required
BATCH-1306,Atorvastatin,Cardiology,GlaxoSmithKline,2023-07-21,2026-04-07,14.28,18.09,360,57,135,Cool Dry Place,827,4.5,80.0,Low Risk,No immediate action required
BATCH-1307,Amlodipine,Cardiology,AstraZeneca,2023-01-19,2025-05-26,33.76,57.72,339,79,41,Room Temperature,511,1.36666666666666,248.048780487804,Low Risk,No immediate action required
BATCH-1308,Metoprolol,Cardiology,Sanofi,2023-03-23,2024-06-02,11.77,17.47,407,28,296,Cool Dry Place,153,9.86666666666666,41.25,Low Risk,No immediate action required
BATCH-1309,Amoxicillin,Antibiotics,Sanofi,2023-06-22,2026-06-08,43.55,75.0,312,61,37,Room Temperature,889,1.23333333333333,252.972972972972,Low Risk,No immediate action required
BATCH-1310,Lisinopril,Cardiology,GlaxoSmithKline,2023-07-29,2026-02-13,44.24,66.38,60,93,325,Room Temperature,774,10.8333333333333,5.53846153846153,Low Risk,Reorder stock soon
BATCH-1311,Omeprazole,Gastroenterology,Sanofi,2023-08-11,2025-05-22,36.14,54.98,195,63,60,Cool Dry Place,507,2.0,97.5,Low Risk,No immediate action required
BATCH-1312,Losartan,Cardiology,GlaxoSmithKline,2023-05-26,2024-10-27,7.54,10.82,266,97,549,Room Temperature,300,18.3,14.535519125683,Low Risk,No immediate action required
BATCH-1313,Metoprolol,Cardiology,Novartis,2023-03-29,2026-03-16,29.08,38.57,160,73,206,Cool Dry Place,805,6.86666666666666,23.3009708737864,Low Risk,No immediate action required
BATCH-1314,Atorvastatin,Cardiology,Novartis,2023-05-13,2025-04-08,21.3,32.88,298,33,187,Refrigerated,463,6.23333333333333,47.807486631016,Low Risk,No immediate action required
BATCH-1315,Losartan,Cardiology,Pfizer,2023-02-05,2025-01-31,30.63,48.7,186,54,314,Room Temperature,396,10.4666666666666,17.7707006369426,Low Risk,No immediate action required
BATCH-1316,Losartan,Cardiology,GlaxoSmithKline,2023-07-23,2024-07-30,40.03,68.92,43,92,91,Cool Dry Place,211,3.03333333333333,14.1758241758241,Low Risk,Reorder stock soon
BATCH-1317,Sertraline,Psychiatry,Pfizer,2023-07-21,2025-07-26,24.7,41.41,194,84,516,Cool Dry Place,572,17.2,11.2790697674418,Low Risk,No immediate action required
BATCH-1318,Amoxicillin,Antibiotics,GlaxoSmithKline,2023-11-25,2026-07-07,5.8,10.35,160,95,59,Refrigerated,918,1.96666666666666,81.3559322033898,Low Risk,No immediate action required
BATCH-1319,Paracetamol,Analgesics,AstraZeneca,2023-01-22,2024-04-14,42.7,71.62,28,36,418,Room Temperature,104,13.9333333333333,2.00956937799043,Low Risk,Reorder stock soon
BATCH-1320,Atorvastatin,Cardiology,Pfizer,2023-05-26,2026-01-25,12.95,20.1,106,71,49,Room Temperature,755,1.63333333333333,64.8979591836734,Low Risk,No immediate action required
BATCH-1321,Lisinopril,Cardiology,Merck,2023-04-16,2025-08-14,15.15,23.79,88,26,402,Room Temperature,591,13.4,6.56716417910447,Low Risk,No immediate action required
BATCH-1322,Lisinopril,Cardiology,Novartis,2023-08-14,2024-08-22,43.15,53.0,324,81,383,Refrigerated,234,12.7666666666666,25.3785900783289,Low Risk,No immediate action required
BATCH-1323,Gabapentin,Neurology,Cipla,2023-10-01,2025-09-27,22.8,33.31,116,33,36,Room Temperature,635,1.2,96.6666666666666,Low Risk,No immediate action required
BATCH-1324,Metformin,Diabetes,AstraZeneca,2023-01-30,2024-04-25,9.22,11.37,7,71,355,Room Temperature,115,11.8333333333333,0.591549295774647,Low Risk,Reorder stock soon
BATCH-1325,Amlodipine,Cardiology,Novartis,2023-07-06,2025-02-03,16.78,20.15,256,22,184,Room Temperature,399,6.13333333333333,41.7391304347826,Low Risk,No immediate action required
BATCH-1326,Paracetamol,Analgesics,AstraZeneca,2023-05-25,2026-02-01,38.7,65.4,180,63,279,Refrigerated,762,9.3,19.3548387096774,Low Risk,No immediate action required
BATCH-1327,Metformin,Diabetes,GlaxoSmithKline,2023-12-09,2026-10-18,8.19,13.92,251,69,460,Cool Dry Place,1021,15.3333333333333,16.3695652173913,Low Risk,No immediate action required
BATCH-1328,Sertraline,Psychiatry,Merck,2023-05-07,2025-02-03,43.0,68.64,143,72,444,Cool Dry Place,399,14.8,9.66216216216216,Low Risk,No immediate action required
BATCH-1329,Albuterol,Respiratory,Novartis,2023-11-14,2026-05-27,18.97,33.03,122,55,408,Room Temperature,877,13.6,8.97058823529411,Low Risk,No immediate action required
BATCH-1330,Lisinopril,Cardiology,Novartis,2023-11-27,2026-10-16,5.6,8.53,77,94,583,Room Temperature,1019,19.4333333333333,3.96226415094339,Low Risk,Reorder stock soon
BATCH-1331,Lisinopril,Cardiology,AstraZeneca,2023-01-15,2025-10-15,19.1,23.71,345,74,75,Refrigerated,653,2.5,138.0,Low Risk,No immediate action required
BATCH-1332,Losartan,Cardiology,GlaxoSmithKline,2023-04-19,2024-07-08,37.33,52.79,277,54,182,Cool Dry Place,189,6.06666666666666,45.6593406593406,Low Risk,No immediate action required
BATCH-1333,Metformin,Diabetes,AstraZeneca,2023-04-17,2025-03-02,18.99,25.4,71,71,259,Room Temperature,426,8.63333333333333,8.22393822393822,Low Risk,Reorder stock soon
BATCH-1334,Ibuprofen,Analgesics,GlaxoSmithKline,2023-09-16,2024-10-23,17.0,20.86,160,48,469,Room Temperature,296,15.6333333333333,10.2345415778251,Low Risk,No immediate action required
BATCH-1335,Ibuprofen,Analgesics,Cipla,2023-07-16,2025-08-03,23.93,34.23,432,89,331,Cool Dry Place,580,11.0333333333333,39.1540785498489,Low Risk,No immediate action required
BATCH-1336,Albuterol,Respiratory,GlaxoSmithKline,2023-09-06,2025-01-22,43.37,74.59,25,26,518,Room Temperature,387,17.2666666666666,1.44787644787644,Low Risk,Reorder stock soon
BATCH-1337,Omeprazole,Gastroenterology,Sanofi,2023-07-17,2025-04-26,13.08,20.75,378,78,582,Refrigerated,481,19.4,19.4845360824742,Low Risk,No immediate action required
BATCH-1338,Ibuprofen,Analgesics,Novartis,2023-04-08,2025-02-20,29.81,41.34,449,21,567,Cool Dry Place,416,18.9,23.7566137566137,Low Risk,No immediate action required
BATCH-1339,Atorvastatin,Cardiology,AstraZeneca,2023-02-26,2025-09-07,42.63,60.21,461,46,276,Cool Dry Place,615,9.2,50.1086956521739,Low Risk,No immediate action required
BATCH-1340,Ibuprofen,Analgesics,GlaxoSmithKline,2023-12-26,2025-10-26,39.18,55.37,326,71,238,Refrigerated,664,7.93333333333333,41.0924369747899,Low Risk,No immediate action required
BATCH-1341,Omeprazole,Gastroenterology,Cipla,2023-12-13,2025-12-09,22.48,34.3,88,37,389,Refrigerated,708,12.9666666666666,6.7866323907455,Low Risk,No immediate action required
BATCH-1342,Lisinopril,Cardiology,Cipla,2023-02-21,2025-12-25,3.15,5.22,150,58,590,Room Temperature,724,19.6666666666666,7.62711864406779,Low Risk,No immediate action required
BATCH-1343,Metoprolol,Cardiology,GlaxoSmithKline,2023-05-16,2024-07-26,29.73,50.69,157,55,514,Room Temperature,207,17.1333333333333,9.16342412451361,Low Risk,No immediate action required
BATCH-1344,Sertraline,Psychiatry,Merck,2023-08-21,2026-04-20,19.73,33.86,168,51,207,Refrigerated,840,6.9,24.3478260869565,Low Risk,No immediate action required
BATCH-1345,Azithromycin,Antibiotics,GlaxoSmithKline,2023-05-03,2024-07-03,13.63,23.93,234,29,76,Cool Dry Place,184,2.53333333333333,92.3684210526315,Low Risk,No immediate action required
BATCH-1346,Losartan,Cardiology,Pfizer,2023-07-22,2026-07-06,20.37,33.62,466,84,69,Refrigerated,917,2.3,202.608695652173,Low Risk,No immediate action required
BATCH-1347,Azithromycin,Antibiotics,Novartis,2023-02-06,2024-12-07,35.05,46.34,286,87,172,Room Temperature,341,5.73333333333333,49.8837209302325,Low Risk,No immediate action required
BATCH-1348,Sertraline,Psychiatry,AstraZeneca,2023-02-12,2025-09-11,13.01,19.64,403,44,441,Refrigerated,619,14.7,27.4149659863945,Low Risk,No immediate action required
BATCH-1349,Paracetamol,Analgesics,Novartis,2023-09-14,2025-10-14,10.55,16.18,64,71,95,Room Temperature,652,3.16666666666666,20.2105263157894,Low Risk,Reorder stock soon
BATCH-1350,Omeprazole,Gastroenterology,Pfizer,2023-10-08,2025-09-23,48.37,60.77,416,22,407,Room Temperature,631,13.5666666666666,30.6633906633906,Low Risk,No immediate action required
BATCH-1351,Atorvastatin,Cardiology,GlaxoSmithKline,2023-06-26,2025-11-25,30.36,41.52,231,36,298,Refrigerated,694,9.93333333333333,23.2550335570469,Low Risk,No immediate action required
BATCH-1352,Lisinopril,Cardiology,Pfizer,2023-10-24,2025-08-12,41.29,64.15,406,52,565,Cool Dry Place,589,18.8333333333333,21.5575221238938,Low Risk,No immediate action required
BATCH-1353,Paracetamol,Analgesics,Merck,2023-05-08,2025-11-10,31.4,50.79,15,54,509,Refrigerated,679,16.9666666666666,0.884086444007858,Low Risk,Reorder stock soon
BATCH-1354,Paracetamol,Analgesics,Merck,2023-05-29,2025-11-29,11.46,17.71,247,90,151,Cool Dry Place,698,5.03333333333333,49.0728476821192,Low Risk,No immediate action required
BATCH-1355,Albuterol,Respiratory,Cipla,2023-07-31,2025-05-31,27.0,45.23,319,98,122,Room Temperature,516,4.06666666666666,78.4426229508196,Low Risk,No immediate action required
BATCH-1356,Levothyroxine,Endocrinology,Pfizer,2023-04-27,2025-12-29,36.94,62.9,427,92,482,Refrigerated,728,16.0666666666666,26.5767634854771,Low Risk,No immediate action required
BATCH-1357,Atorvastatin,Cardiology,Merck,2023-03-03,2024-05-03,21.84,33.21,422,65,393,Refrigerated,123,13.1,32.2137404580152,Low Risk,No immediate action required
BATCH-1358,Amoxicillin,Antibiotics,Merck,2023-06-27,2025-03-14,17.74,27.83,443,63,58,Room Temperature,438,1.93333333333333,229.137931034482,Low Risk,No immediate action required
BATCH-1359,Amoxicillin,Antibiotics,Novartis,2023-06-07,2025-03-10,16.79,28.37,272,49,513,Cool Dry Place,434,17.1,15.906432748538,Low Risk,No immediate action required
BATCH-1360,Sertraline,Psychiatry,GlaxoSmithKline,2023-06-22,2026-05-23,4.61,6.8,136,78,390,Cool Dry Place,873,13.0,10.4615384615384,Low Risk,No immediate action required
BATCH-1361,Metoprolol,Cardiology,Sanofi,2023-06-25,2024-09-13,43.95,73.77,410,91,280,Room Temperature,256,9.33333333333333,43.9285714285714,Low Risk,No immediate action required
BATCH-1362,Albuterol,Respiratory,Merck,2023-12-20,2026-07-19,22.98,35.96,371,42,559,Room Temperature,930,18.6333333333333,19.9105545617173,Low Risk,No immediate action required
BATCH-1363,Albuterol,Respiratory,AstraZeneca,2023-10-25,2025-10-19,4.24,6.2,283,65,93,Cool Dry Place,657,3.1,91.2903225806451,Low Risk,No immediate action required
BATCH-1364,Atorvastatin,Cardiology,Pfizer,2023-11-12,2026-01-18,42.08,74.84,113,66,411,Cool Dry Place,748,13.7,8.24817518248175,Low Risk,No immediate action required
BATCH-1365,Metoprolol,Cardiology,Merck,2023-07-20,2026-03-31,21.64,35.76,151,62,151,Refrigerated,820,5.03333333333333,30.0,Low Risk,No immediate action required
BATCH-1366,Losartan,Cardiology,AstraZeneca,2023-05-16,2026-02-21,28.05,38.84,165,25,288,Cool Dry Place,782,9.6,17.1875,Low Risk,No immediate action required
BATCH-1367,Metformin,Diabetes,Cipla,2023-04-03,2026-03-16,35.91,58.53,371,26,591,Refrigerated,805,19.7,18.8324873096446,Low Risk,No immediate action required
BATCH-1368,Lisinopril,Cardiology,Sanofi,2023-01-18,2025-11-15,47.77,63.55,318,88,171,Cool Dry Place,684,5.7,55.7894736842105,Low Risk,No immediate action required
BATCH-1369,Omeprazole,Gastroenterology,AstraZeneca,2023-11-16,2026-06-19,28.36,42.97,263,45,550,Room Temperature,900,18.3333333333333,14.3454545454545,Low Risk,No immediate action required
BATCH-1370,Paracetamol,Analgesics,GlaxoSmithKline,2023-08-18,2026-02-16,13.47,19.16,291,70,169,Refrigerated,777,5.63333333333333,51.6568047337278,Low Risk,No immediate action required
BATCH-1371,Levothyroxine,Endocrinology,Cipla,2023-10-02,2026-06-23,14.24,22.77,12,62,209,Room Temperature,904,6.96666666666666,1.72248803827751,Low Risk,Reorder stock soon
BATCH-1372,Losartan,Cardiology,Pfizer,2023-10-15,2026-06-09,9.75,13.69,413,40,34,Room Temperature,890,1.13333333333333,364.411764705882,Low Risk,No immediate action required
BATCH-1373,Atorvastatin,Cardiology,Pfizer,2023-03-13,2026-01-02,27.58,35.78,166,74,386,Refrigerated,732,12.8666666666666,12.901554404145,Low Risk,No immediate action required
BATCH-1374,Levothyroxine,Endocrinology,Cipla,2023-09-21,2025-04-02,37.1,65.99,327,45,219,Room Temperature,457,7.3,44.7945205479452,Low Risk,No immediate action required
BATCH-1375,Losartan,Cardiology,Pfizer,2023-01-27,2025-12-14,41.5,67.03,380,78,220,Room Temperature,713,7.33333333333333,51.8181818181818,Low Risk,No immediate action required
BATCH-1376,Paracetamol,Analgesics,Merck,2023-10-25,2025-07-04,19.82,28.25,415,39,542,Refrigerated,550,18.0666666666666,22.970479704797,Low Risk,No immediate action required
BATCH-1377,Paracetamol,Analgesics,Cipla,2023-12-19,2025-07-19,47.3,65.96,172,78,570,Cool Dry Place,565,19.0,9.05263157894736,Low Risk,No immediate action required
BATCH-1378,Metoprolol,Cardiology,Merck,2023-07-28,2025-01-03,2.96,4.78,64,56,541,Room Temperature,368,18.0333333333333,3.54898336414048,Low Risk,No immediate action required
BATCH-1379,Ibuprofen,Analgesics,Novartis,2023-07-04,2025-05-13,15.25,24.93,485,43,542,Room Temperature,498,18.0666666666666,26.8450184501845,Low Risk,No immediate action required
BATCH-1380,Omeprazole,Gastroenterology,Sanofi,2023-08-09,2025-10-11,29.34,40.05,298,59,376,Cool Dry Place,649,12.5333333333333,23.7765957446808,Low Risk,No immediate action required
BATCH-1381,Azithromycin,Antibiotics,Novartis,2023-10-17,2025-08-22,33.96,44.62,437,39,176,Room Temperature,599,5.86666666666666,74.4886363636363,Low Risk,No immediate action required
BATCH-1382,Azithromycin,Antibiotics,Cipla,2023-10-17,2025-02-17,43.33,60.34,192,71,473,Cool Dry Place,413,15.7666666666666,12.1775898520084,Low Risk,No immediate action required
BATCH-1383,Gabapentin,Neurology,Sanofi,2023-02-01,2024-10-03,1.79,2.64,122,60,270,Refrigerated,276,9.0,13.5555555555555,Low Risk,No immediate action required
BATCH-1384,Omeprazole,Gastroenterology,AstraZeneca,2023-09-15,2025-03-06,40.55,65.04,215,76,100,Cool Dry Place,430,3.33333333333333,64.5,Low Risk,No immediate action required
BATCH-1385,Ibuprofen,Analgesics,Sanofi,2023-11-26,2025-03-23,32.68,40.43,59,27,565,Room Temperature,447,18.8333333333333,3.13274336283185,Low Risk,No immediate action required
BATCH-1386,Amlodipine,Cardiology,Merck,2023-04-14,2024-04-29,31.45,42.33,74,21,444,Cool Dry Place,119,14.8,5.0,Low Risk,No immediate action required
BATCH-1387,Losartan,Cardiology,AstraZeneca,2024-01-01,2026-09-05,42.24,70.7,358,49,277,Room Temperature,978,9.23333333333333,38.7725631768953,Low Risk,No immediate action required
BATCH-1388,Amoxicillin,Antibiotics,Pfizer,2023-06-28,2024-09-20,22.65,27.91,165,67,52,Cool Dry Place,263,1.73333333333333,95.1923076923077,Low Risk,No immediate action required
BATCH-1389,Metformin,Diabetes,AstraZeneca,2023-01-11,2024-10-01,32.94,42.29,380,27,158,Room Temperature,274,5.26666666666666,72.1518987341772,Low Risk,No immediate action required
BATCH-1390,Omeprazole,Gastroenterology,Cipla,2023-05-10,2025-04-17,13.68,23.75,358,82,192,Refrigerated,472,6.4,55.9375,Low Risk,No immediate action required
BATCH-1391,Paracetamol,Analgesics,GlaxoSmithKline,2023-07-13,2026-01-06,29.39,37.31,310,81,209,Room Temperature,736,6.96666666666666,44.4976076555023,Low Risk,No immediate action required
BATCH-1392,Omeprazole,Gastroenterology,Merck,2023-02-01,2025-06-18,32.29,40.45,46,96,387,Refrigerated,534,12.9,3.56589147286821,Low Risk,Reorder stock soon
BATCH-1393,Metformin,Diabetes,Pfizer,2023-11-28,2026-03-03,28.24,47.94,389,94,387,Cool Dry Place,792,12.9,30.1550387596899,Low Risk,No immediate action required
BATCH-1394,Albuterol,Respiratory,Novartis,2023-08-14,2026-03-04,32.43,49.66,41,21,355,Refrigerated,793,11.8333333333333,3.46478873239436,Low Risk,No immediate action required
BATCH-1395,Losartan,Cardiology,AstraZeneca,2023-04-12,2025-10-27,45.39,73.18,21,26,553,Cool Dry Place,665,18.4333333333333,1.13924050632911,Low Risk,Reorder stock soon
BATCH-1396,Losartan,Cardiology,Merck,2023-08-01,2026-05-06,12.17,20.47,244,49,36,Refrigerated,856,1.2,203.333333333333,Low Risk,No immediate action required
BATCH-1397,Gabapentin,Neurology,Cipla,2023-05-05,2024-05-06,20.73,34.97,337,25,34,Room Temperature,126,1.13333333333333,297.35294117647,High Risk,Redistribute to high-demand departments immediately
BATCH-1398,Paracetamol,Analgesics,Cipla,2023-07-30,2025-10-25,32.31,43.99,494,20,24,Room Temperature,663,0.8,617.5,Low Risk,No immediate action required
BATCH-1399,Omeprazole,Gastroenterology,Pfizer,2023-08-23,2025-05-04,23.85,39.31,377,64,572,Refrigerated,489,19.0666666666666,19.7727272727272,Low Risk,No immediate action required
BATCH-1400,Atorvastatin,Cardiology,Merck,2023-01-07,2024-03-01,13.11,17.87,153,62,182,Room Temperature,60,6.06666666666666,25.2197802197802,Medium Risk,Monitor closely and run discount/promotion
BATCH-1401,Sertraline,Psychiatry,AstraZeneca,2023-12-23,2025-01-20,3.94,5.6,261,38,301,Refrigerated,385,10.0333333333333,26.0132890365448,Low Risk,No immediate action required
BATCH-1402,Amlodipine,Cardiology,GlaxoSmithKline,2023-09-18,2026-06-08,41.53,58.37,298,97,188,Refrigerated,889,6.26666666666666,47.5531914893617,Low Risk,No immediate action required
BATCH-1403,Sertraline,Psychiatry,Novartis,2023-06-11,2024-07-26,2.13,3.19,232,21,396,Refrigerated,207,13.2,17.5757575757575,Low Risk,No immediate action required
BATCH-1404,Omeprazole,Gastroenterology,Merck,2023-12-11,2025-11-02,4.13,5.06,136,82,341,Room Temperature,671,11.3666666666666,11.9648093841642,Low Risk,No immediate action required
BATCH-1405,Amlodipine,Cardiology,Novartis,2023-07-17,2026-01-07,32.33,46.95,468,56,592,Refrigerated,737,19.7333333333333,23.7162162162162,Low Risk,No immediate action required
BATCH-1406,Paracetamol,Analgesics,Pfizer,2023-03-20,2024-09-06,49.74,76.96,196,59,87,Refrigerated,249,2.9,67.5862068965517,Low Risk,No immediate action required
BATCH-1407,Metoprolol,Cardiology,AstraZeneca,2023-10-20,2025-01-22,32.52,40.72,344,78,154,Cool Dry Place,387,5.13333333333333,67.012987012987,Low Risk,No immediate action required
BATCH-1408,Metoprolol,Cardiology,Merck,2023-01-23,2025-07-19,38.8,55.78,436,47,301,Room Temperature,565,10.0333333333333,43.4551495016611,Low Risk,No immediate action required
BATCH-1409,Amlodipine,Cardiology,AstraZeneca,2023-02-14,2024-08-19,6.18,8.34,500,83,487,Refrigerated,231,16.2333333333333,30.8008213552361,Low Risk,No immediate action required
BATCH-1410,Amoxicillin,Antibiotics,Pfizer,2023-03-03,2025-11-28,9.45,11.87,199,67,272,Room Temperature,697,9.06666666666666,21.9485294117647,Low Risk,No immediate action required
BATCH-1411,Paracetamol,Analgesics,Cipla,2023-03-16,2024-08-14,22.22,28.95,176,80,566,Refrigerated,226,18.8666666666666,9.3286219081272,Low Risk,No immediate action required
BATCH-1412,Metformin,Diabetes,AstraZeneca,2023-02-07,2025-04-14,13.05,18.51,303,38,318,Cool Dry Place,469,10.6,28.5849056603773,Low Risk,No immediate action required
BATCH-1413,Losartan,Cardiology,Merck,2023-10-14,2026-04-28,4.36,5.44,38,27,173,Cool Dry Place,848,5.76666666666666,6.58959537572254,Low Risk,No immediate action required
BATCH-1414,Albuterol,Respiratory,Novartis,2023-08-21,2025-03-17,37.61,64.71,37,53,512,Refrigerated,441,17.0666666666666,2.16796875,Low Risk,Reorder stock soon
BATCH-1415,Paracetamol,Analgesics,Pfizer,2023-01-04,2025-01-27,16.73,20.57,474,41,287,Room Temperature,392,9.56666666666666,49.5470383275261,Low Risk,No immediate action required
BATCH-1416,Amoxicillin,Antibiotics,Novartis,2023-03-06,2025-09-22,31.56,48.79,67,95,304,Refrigerated,630,10.1333333333333,6.61184210526315,Low Risk,Reorder stock soon
BATCH-1417,Levothyroxine,Endocrinology,Pfizer,2023-11-04,2025-08-14,28.73,43.48,172,77,53,Room Temperature,591,1.76666666666666,97.3584905660377,Low Risk,No immediate action required
BATCH-1418,Omeprazole,Gastroenterology,Sanofi,2023-01-07,2024-08-12,2.36,3.25,39,66,290,Refrigerated,224,9.66666666666666,4.03448275862068,Low Risk,Reorder stock soon
BATCH-1419,Gabapentin,Neurology,AstraZeneca,2023-08-23,2024-09-07,45.25,66.46,316,32,12,Refrigerated,250,0.4,790.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1420,Levothyroxine,Endocrinology,AstraZeneca,2023-02-18,2025-03-22,26.59,32.09,125,65,544,Refrigerated,446,18.1333333333333,6.89338235294117,Low Risk,No immediate action required
BATCH-1421,Metformin,Diabetes,Pfizer,2023-07-02,2025-10-05,34.74,54.42,258,91,120,Refrigerated,643,4.0,64.5,Low Risk,No immediate action required
BATCH-1422,Omeprazole,Gastroenterology,Sanofi,2023-12-07,2025-10-03,46.11,76.22,477,92,93,Refrigerated,641,3.1,153.870967741935,Low Risk,No immediate action required
BATCH-1423,Ibuprofen,Analgesics,Cipla,2023-11-09,2025-11-16,29.1,40.51,408,68,76,Cool Dry Place,685,2.53333333333333,161.052631578947,Low Risk,No immediate action required
BATCH-1424,Losartan,Cardiology,Merck,2023-01-25,2025-10-25,38.63,62.42,478,79,246,Cool Dry Place,663,8.2,58.2926829268292,Low Risk,No immediate action required
BATCH-1425,Paracetamol,Analgesics,GlaxoSmithKline,2023-03-27,2025-02-16,19.38,34.24,26,34,79,Cool Dry Place,412,2.63333333333333,9.87341772151898,Low Risk,Reorder stock soon
BATCH-1426,Levothyroxine,Endocrinology,Pfizer,2023-06-07,2025-05-09,28.09,41.2,45,23,131,Cool Dry Place,494,4.36666666666666,10.3053435114503,Low Risk,No immediate action required
BATCH-1427,Amlodipine,Cardiology,GlaxoSmithKline,2023-08-07,2026-06-26,18.26,27.68,123,62,506,Room Temperature,907,16.8666666666666,7.29249011857707,Low Risk,No immediate action required
BATCH-1428,Ibuprofen,Analgesics,Novartis,2023-06-27,2025-10-05,29.77,40.75,497,35,560,Cool Dry Place,643,18.6666666666666,26.625,Low Risk,No immediate action required
BATCH-1429,Losartan,Cardiology,Merck,2023-04-16,2024-04-23,43.35,68.81,198,24,416,Cool Dry Place,113,13.8666666666666,14.2788461538461,Low Risk,No immediate action required
BATCH-1430,Lisinopril,Cardiology,Sanofi,2023-10-03,2025-05-31,6.11,8.94,308,59,188,Room Temperature,516,6.26666666666666,49.1489361702127,Low Risk,No immediate action required
BATCH-1431,Azithromycin,Antibiotics,Merck,2023-11-28,2026-01-17,22.97,36.37,489,95,212,Cool Dry Place,747,7.06666666666666,69.1981132075471,Low Risk,No immediate action required
BATCH-1432,Gabapentin,Neurology,Pfizer,2023-10-25,2025-06-25,48.75,82.93,468,98,233,Refrigerated,541,7.76666666666666,60.2575107296137,Low Risk,No immediate action required
BATCH-1433,Sertraline,Psychiatry,Cipla,2023-06-01,2024-07-26,10.91,15.98,140,98,407,Cool Dry Place,207,13.5666666666666,10.3194103194103,Low Risk,No immediate action required
BATCH-1434,Atorvastatin,Cardiology,Merck,2023-01-22,2024-07-31,43.09,73.72,174,90,600,Cool Dry Place,212,20.0,8.7,Low Risk,No immediate action required
BATCH-1435,Azithromycin,Antibiotics,Pfizer,2023-01-05,2024-06-29,32.48,44.86,447,81,383,Refrigerated,180,12.7666666666666,35.0130548302872,Low Risk,No immediate action required
BATCH-1436,Lisinopril,Cardiology,Sanofi,2023-05-07,2025-07-21,24.16,30.75,455,80,11,Room Temperature,567,0.366666666666666,1240.90909090909,High Risk,Redistribute to high-demand departments immediately
BATCH-1437,Amlodipine,Cardiology,GlaxoSmithKline,2023-11-05,2026-08-11,9.99,16.36,116,45,56,Room Temperature,953,1.86666666666666,62.1428571428571,Low Risk,No immediate action required
BATCH-1438,Losartan,Cardiology,Merck,2023-02-05,2024-08-17,25.73,40.8,43,45,522,Room Temperature,229,17.4,2.47126436781609,Low Risk,Reorder stock soon
BATCH-1439,Lisinopril,Cardiology,Sanofi,2023-09-11,2026-07-02,29.35,45.67,410,23,351,Room Temperature,913,11.7,35.042735042735,Low Risk,No immediate action required
BATCH-1440,Sertraline,Psychiatry,Sanofi,2023-04-16,2025-07-27,24.7,40.72,37,38,372,Refrigerated,573,12.4,2.98387096774193,Low Risk,Reorder stock soon
BATCH-1441,Lisinopril,Cardiology,Cipla,2023-11-21,2025-08-20,8.63,13.15,235,87,489,Room Temperature,597,16.3,14.4171779141104,Low Risk,No immediate action required
BATCH-1442,Metoprolol,Cardiology,Merck,2023-03-27,2025-10-09,10.66,15.54,218,24,44,Room Temperature,647,1.46666666666666,148.636363636363,Low Risk,No immediate action required
BATCH-1443,Gabapentin,Neurology,Novartis,2023-06-03,2024-12-29,36.94,64.63,462,95,333,Room Temperature,363,11.1,41.6216216216216,Low Risk,No immediate action required
